instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,hum,windspeed,casual,registered,cnt,season_name,weather_name,weekday_name,time_of_day,casual_ratio,log_casual,log_registered,log_cnt
16792,2012-12-07,4,1,12,10,0,5,1,2,0.32,0.76,0.1642,16,150,166,Winter,Mist,Friday,Midday,0.0963855421686747,2.833213344056216,5.017279836814924,5.117993812416755
16793,2012-12-07,4,1,12,11,0,5,1,2,0.32,0.76,0.194,20,183,203,Winter,Mist,Friday,Midday,0.09852216748768473,3.044522437723423,5.214935757608986,5.318119993844216
16794,2012-12-07,4,1,12,12,0,5,1,2,0.34,0.71,0.194,36,204,240,Winter,Mist,Friday,Midday,0.15,3.6109179126442243,5.3230099791384085,5.484796933490655
16795,2012-12-07,4,1,12,13,0,5,1,2,0.36,0.66,0.1343,23,197,220,Winter,Mist,Friday,Midday,0.10454545454545454,3.1780538303479458,5.288267030694535,5.3981627015177525
16796,2012-12-07,4,1,12,14,0,5,1,2,0.36,0.71,0.1642,40,175,215,Winter,Mist,Friday,Midday,0.18604651162790697,3.713572066704308,5.170483995038151,5.375278407684165
16797,2012-12-07,4,1,12,15,0,5,1,2,0.36,0.71,0.1642,34,269,303,Winter,Mist,Friday,Midday,0.11221122112211221,3.5553480614894135,5.598421958998375,5.717027701406222
16798,2012-12-07,4,1,12,16,0,5,1,1,0.36,0.76,0.1343,39,336,375,Winter,Clear,Friday,Evening Peak,0.104,3.6888794541139363,5.820082930352362,5.929589143389895
16799,2012-12-07,4,1,12,17,0,5,1,2,0.38,0.66,0.0,29,539,568,Winter,Mist,Friday,Evening Peak,0.051056338028169015,3.4011973816621555,6.29156913955832,6.343880434126331
16800,2012-12-07,4,1,12,18,0,5,1,2,0.38,0.71,0.1045,25,473,498,Winter,Mist,Friday,Evening Peak,0.050200803212851405,3.258096538021482,6.161207321695077,6.212606095751519
16801,2012-12-07,4,1,12,19,0,5,1,2,0.38,0.76,0.0,15,337,352,Winter,Mist,Friday,Evening Peak,0.04261363636363636,2.772588722239781,5.823045895483019,5.8664680569332965
16802,2012-12-07,4,1,12,20,0,5,1,3,0.38,0.76,0.1045,12,229,241,Winter,Light Snow/Rain,Friday,Night/Early Morning,0.04979253112033195,2.5649493574615367,5.438079308923196,5.488937726156687
16803,2012-12-07,4,1,12,21,0,5,1,2,0.36,0.93,0.1045,9,162,171,Winter,Mist,Friday,Night/Early Morning,0.05263157894736842,2.302585092994046,5.093750200806762,5.147494476813453
16804,2012-12-07,4,1,12,22,0,5,1,2,0.36,0.93,0.0896,15,150,165,Winter,Mist,Friday,Night/Early Morning,0.09090909090909091,2.772588722239781,5.017279836814924,5.111987788356544
16805,2012-12-07,4,1,12,23,0,5,1,2,0.36,0.93,0.0896,6,116,122,Winter,Mist,Friday,Night/Early Morning,0.04918032786885246,1.9459101490553132,4.762173934797756,4.812184355372417
16806,2012-12-08,4,1,12,0,0,6,0,2,0.36,0.93,0.0896,5,98,103,Winter,Mist,Saturday,Night/Early Morning,0.04854368932038835,1.791759469228055,4.59511985013459,4.6443908991413725
16807,2012-12-08,4,1,12,1,0,6,0,2,0.36,0.93,0.1343,16,84,100,Winter,Mist,Saturday,Night/Early Morning,0.16,2.833213344056216,4.442651256490317,4.61512051684126
16808,2012-12-08,4,1,12,2,0,6,0,2,0.36,0.93,0.1343,3,67,70,Winter,Mist,Saturday,Night/Early Morning,0.04285714285714286,1.3862943611198906,4.219507705176107,4.2626798770413155
16809,2012-12-08,4,1,12,3,0,6,0,2,0.36,0.93,0.1045,6,23,29,Winter,Mist,Saturday,Night/Early Morning,0.20689655172413793,1.9459101490553132,3.1780538303479458,3.4011973816621555
16810,2012-12-08,4,1,12,4,0,6,0,2,0.36,0.93,0.0,3,9,12,Winter,Mist,Saturday,Night/Early Morning,0.25,1.3862943611198906,2.302585092994046,2.5649493574615367
16811,2012-12-08,4,1,12,5,0,6,0,2,0.36,0.93,0.1045,2,4,6,Winter,Mist,Saturday,Night/Early Morning,0.3333333333333333,1.0986122886681096,1.6094379124341003,1.9459101490553132
16812,2012-12-08,4,1,12,6,0,6,0,2,0.36,0.93,0.1045,1,19,20,Winter,Mist,Saturday,Morning Peak,0.05,0.6931471805599453,2.995732273553991,3.044522437723423
16813,2012-12-08,4,1,12,7,0,6,0,2,0.36,1.0,0.0896,3,36,39,Winter,Mist,Saturday,Morning Peak,0.07692307692307693,1.3862943611198906,3.6109179126442243,3.6888794541139363
16814,2012-12-08,4,1,12,8,0,6,0,2,0.38,0.94,0.0896,5,106,111,Winter,Mist,Saturday,Morning Peak,0.04504504504504504,1.791759469228055,4.672828834461906,4.718498871295094
16815,2012-12-08,4,1,12,9,0,6,0,2,0.38,0.94,0.0,17,153,170,Winter,Mist,Saturday,Morning Peak,0.1,2.8903717578961645,5.0369526024136295,5.14166355650266
16816,2012-12-08,4,1,12,10,0,6,0,2,0.4,0.87,0.1343,43,244,287,Winter,Mist,Saturday,Midday,0.14982578397212543,3.784189633918261,5.501258210544727,5.662960480135946
16817,2012-12-08,4,1,12,11,0,6,0,2,0.4,0.87,0.1045,63,341,404,Winter,Mist,Saturday,Midday,0.15594059405940594,4.1588830833596715,5.834810737062605,6.003887067106539
16818,2012-12-08,4,1,12,12,0,6,0,2,0.4,0.87,0.2239,114,364,478,Winter,Mist,Saturday,Midday,0.2384937238493724,4.74493212836325,5.8998973535824915,6.171700597410915
16819,2012-12-08,4,1,12,13,0,6,0,2,0.4,0.87,0.1642,114,399,513,Winter,Mist,Saturday,Midday,0.2222222222222222,4.74493212836325,5.991464547107982,6.2422232654551655
16820,2012-12-08,4,1,12,14,0,6,0,2,0.4,0.87,0.2836,114,378,492,Winter,Mist,Saturday,Midday,0.23170731707317074,4.74493212836325,5.937536205082426,6.20050917404269
16821,2012-12-08,4,1,12,15,0,6,0,1,0.42,0.82,0.1642,114,374,488,Winter,Clear,Saturday,Midday,0.2336065573770492,4.74493212836325,5.926926025970411,6.192362489474872
16822,2012-12-08,4,1,12,16,0,6,0,1,0.42,0.82,0.1642,114,368,482,Winter,Clear,Saturday,Evening Peak,0.23651452282157676,4.74493212836325,5.910796644040527,6.180016653652572
16823,2012-12-08,4,1,12,17,0,6,0,1,0.38,0.87,0.1343,77,268,345,Winter,Clear,Saturday,Evening Peak,0.22318840579710145,4.356708826689592,5.594711379601839,5.846438775057724
16824,2012-12-08,4,1,12,18,0,6,0,1,0.4,0.87,0.1045,40,264,304,Winter,Clear,Saturday,Evening Peak,0.13157894736842105,3.713572066704308,5.579729825986222,5.720311776607412
16825,2012-12-08,4,1,12,19,0,6,0,1,0.4,0.87,0.0,34,212,246,Winter,Clear,Saturday,Evening Peak,0.13821138211382114,3.5553480614894135,5.3612921657094255,5.5093883366279774
16826,2012-12-08,4,1,12,20,0,6,0,2,0.36,1.0,0.0,20,162,182,Winter,Mist,Saturday,Night/Early Morning,0.10989010989010989,3.044522437723423,5.093750200806762,5.209486152841421
16827,2012-12-08,4,1,12,21,0,6,0,2,0.36,1.0,0.0,34,175,209,Winter,Mist,Saturday,Night/Early Morning,0.16267942583732056,3.5553480614894135,5.170483995038151,5.3471075307174685
16828,2012-12-08,4,1,12,22,0,6,0,2,0.38,0.94,0.1045,23,137,160,Winter,Mist,Saturday,Night/Early Morning,0.14375,3.1780538303479458,4.927253685157205,5.081404364984463
16829,2012-12-08,4,1,12,23,0,6,0,2,0.4,0.94,0.0,18,144,162,Winter,Mist,Saturday,Night/Early Morning,0.1111111111111111,2.9444389791664403,4.976733742420574,5.093750200806762
16830,2012-12-09,4,1,12,0,0,0,0,2,0.4,0.87,0.1343,15,103,118,Winter,Mist,Sunday,Night/Early Morning,0.1271186440677966,2.772588722239781,4.6443908991413725,4.77912349311153
16831,2012-12-09,4,1,12,1,0,0,0,2,0.4,0.87,0.1045,17,85,102,Winter,Mist,Sunday,Night/Early Morning,0.16666666666666666,2.8903717578961645,4.454347296253507,4.634728988229636
16832,2012-12-09,4,1,12,2,0,0,0,2,0.4,0.87,0.1045,8,70,78,Winter,Mist,Sunday,Night/Early Morning,0.10256410256410256,2.1972245773362196,4.2626798770413155,4.3694478524670215
16833,2012-12-09,4,1,12,3,0,0,0,2,0.4,0.87,0.1045,14,34,48,Winter,Mist,Sunday,Night/Early Morning,0.2916666666666667,2.70805020110221,3.5553480614894135,3.8918202981106265
16834,2012-12-09,4,1,12,4,0,0,0,2,0.4,0.94,0.1045,1,11,12,Winter,Mist,Sunday,Night/Early Morning,0.08333333333333333,0.6931471805599453,2.4849066497880004,2.5649493574615367
16835,2012-12-09,4,1,12,5,0,0,0,2,0.4,0.87,0.1045,0,8,8,Winter,Mist,Sunday,Night/Early Morning,0.0,0.0,2.1972245773362196,2.1972245773362196
16836,2012-12-09,4,1,12,6,0,0,0,3,0.4,0.94,0.1045,0,6,6,Winter,Light Snow/Rain,Sunday,Morning Peak,0.0,0.0,1.9459101490553132,1.9459101490553132
16837,2012-12-09,4,1,12,7,0,0,0,3,0.4,0.87,0.2239,1,22,23,Winter,Light Snow/Rain,Sunday,Morning Peak,0.043478260869565216,0.6931471805599453,3.1354942159291497,3.1780538303479458
16838,2012-12-09,4,1,12,8,0,0,0,3,0.4,0.87,0.1642,1,68,69,Winter,Light Snow/Rain,Sunday,Morning Peak,0.014492753623188406,0.6931471805599453,4.23410650459726,4.248495242049359
16839,2012-12-09,4,1,12,9,0,0,0,2,0.4,0.87,0.2537,9,94,103,Winter,Mist,Sunday,Morning Peak,0.08737864077669903,2.302585092994046,4.553876891600541,4.6443908991413725
16840,2012-12-09,4,1,12,10,0,0,0,2,0.4,0.87,0.2836,39,180,219,Winter,Mist,Sunday,Midday,0.1780821917808219,3.6888794541139363,5.198497031265826,5.393627546352361
16841,2012-12-09,4,1,12,11,0,0,0,2,0.4,0.87,0.2985,40,210,250,Winter,Mist,Sunday,Midday,0.16,3.713572066704308,5.351858133476067,5.5254529391317835
16842,2012-12-09,4,1,12,12,0,0,0,2,0.4,0.82,0.2985,60,255,315,Winter,Mist,Sunday,Midday,0.19047619047619047,4.110873864173311,5.545177444479562,5.755742213586912
16843,2012-12-09,4,1,12,13,0,0,0,2,0.38,0.87,0.2836,65,220,285,Winter,Mist,Sunday,Midday,0.22807017543859648,4.189654742026425,5.3981627015177525,5.655991810819852
16844,2012-12-09,4,1,12,14,0,0,0,2,0.38,0.87,0.194,42,190,232,Winter,Mist,Sunday,Midday,0.1810344827586207,3.7612001156935624,5.25227342804663,5.4510384535657
16845,2012-12-09,4,1,12,15,0,0,0,3,0.36,0.93,0.1642,25,200,225,Winter,Light Snow/Rain,Sunday,Midday,0.1111111111111111,3.258096538021482,5.303304908059076,5.420534999272286
16846,2012-12-09,4,1,12,16,0,0,0,3,0.36,0.93,0.1642,33,220,253,Winter,Light Snow/Rain,Sunday,Evening Peak,0.13043478260869565,3.5263605246161616,5.3981627015177525,5.537334267018537
16847,2012-12-09,4,1,12,17,0,0,0,3,0.36,0.93,0.1343,20,209,229,Winter,Light Snow/Rain,Sunday,Evening Peak,0.08733624454148471,3.044522437723423,5.3471075307174685,5.438079308923196
16848,2012-12-09,4,1,12,18,0,0,0,3,0.36,0.93,0.0896,17,181,198,Winter,Light Snow/Rain,Sunday,Evening Peak,0.08585858585858586,2.8903717578961645,5.204006687076795,5.293304824724492
16849,2012-12-09,4,1,12,19,0,0,0,3,0.38,0.94,0.0896,12,110,122,Winter,Light Snow/Rain,Sunday,Evening Peak,0.09836065573770492,2.5649493574615367,4.709530201312334,4.812184355372417
16850,2012-12-09,4,1,12,20,0,0,0,3,0.36,1.0,0.0896,6,102,108,Winter,Light Snow/Rain,Sunday,Night/Early Morning,0.05555555555555555,1.9459101490553132,4.634728988229636,4.6913478822291435
16851,2012-12-09,4,1,12,21,0,0,0,2,0.36,1.0,0.1045,10,86,96,Winter,Mist,Sunday,Night/Early Morning,0.10416666666666667,2.3978952727983707,4.465908118654584,4.574710978503383
16852,2012-12-09,4,1,12,22,0,0,0,3,0.36,0.93,0.1045,3,75,78,Winter,Light Snow/Rain,Sunday,Night/Early Morning,0.038461538461538464,1.3862943611198906,4.330733340286331,4.3694478524670215
16853,2012-12-09,4,1,12,23,0,0,0,3,0.36,1.0,0.0896,3,48,51,Winter,Light Snow/Rain,Sunday,Night/Early Morning,0.058823529411764705,1.3862943611198906,3.8918202981106265,3.9512437185814275
16854,2012-12-10,4,1,12,0,0,1,1,3,0.36,1.0,0.0896,0,20,20,Winter,Light Snow/Rain,Monday,Night/Early Morning,0.0,0.0,3.044522437723423,3.044522437723423
16855,2012-12-10,4,1,12,1,0,1,1,2,0.36,1.0,0.0,0,4,4,Winter,Mist,Monday,Night/Early Morning,0.0,0.0,1.6094379124341003,1.6094379124341003
16856,2012-12-10,4,1,12,2,0,1,1,2,0.38,0.94,0.1045,2,3,5,Winter,Mist,Monday,Night/Early Morning,0.4,1.0986122886681096,1.3862943611198906,1.791759469228055
16857,2012-12-10,4,1,12,3,0,1,1,2,0.38,0.94,0.1045,0,4,4,Winter,Mist,Monday,Night/Early Morning,0.0,0.0,1.6094379124341003,1.6094379124341003
16858,2012-12-10,4,1,12,4,0,1,1,2,0.38,0.94,0.1045,3,9,12,Winter,Mist,Monday,Night/Early Morning,0.25,1.3862943611198906,2.302585092994046,2.5649493574615367
16859,2012-12-10,4,1,12,5,0,1,1,2,0.38,0.94,0.1045,0,27,27,Winter,Mist,Monday,Night/Early Morning,0.0,0.0,3.332204510175204,3.332204510175204
16860,2012-12-10,4,1,12,6,0,1,1,2,0.38,0.94,0.1642,2,121,123,Winter,Mist,Monday,Morning Peak,0.016260162601626018,1.0986122886681096,4.804021044733257,4.820281565605037
16861,2012-12-10,4,1,12,7,0,1,1,2,0.38,0.94,0.2537,3,291,294,Winter,Mist,Monday,Morning Peak,0.01020408163265306,1.3862943611198906,5.676753802268282,5.68697535633982
16862,2012-12-10,4,1,12,8,0,1,1,2,0.42,1.0,0.2537,9,575,584,Winter,Mist,Monday,Morning Peak,0.015410958904109588,2.302585092994046,6.3561076606958915,6.371611847231857
16863,2012-12-10,4,1,12,9,0,1,1,2,0.42,1.0,0.2239,11,273,284,Winter,Mist,Monday,Morning Peak,0.03873239436619718,2.4849066497880004,5.6131281063880705,5.652489180268651
16864,2012-12-10,4,1,12,10,0,1,1,2,0.44,0.94,0.2239,12,121,133,Winter,Mist,Monday,Midday,0.09022556390977443,2.5649493574615367,4.804021044733257,4.897839799950911
16865,2012-12-10,4,1,12,11,0,1,1,3,0.46,0.94,0.2239,8,126,134,Winter,Light Snow/Rain,Monday,Midday,0.05970149253731343,2.1972245773362196,4.844187086458591,4.90527477843843
16866,2012-12-10,4,1,12,12,0,1,1,3,0.44,1.0,0.2239,23,150,173,Winter,Light Snow/Rain,Monday,Midday,0.1329479768786127,3.1780538303479458,5.017279836814924,5.159055299214529
16867,2012-12-10,4,1,12,13,0,1,1,3,0.44,1.0,0.2239,30,190,220,Winter,Light Snow/Rain,Monday,Midday,0.13636363636363635,3.4339872044851463,5.25227342804663,5.3981627015177525
16868,2012-12-10,4,1,12,14,0,1,1,2,0.5,0.94,0.2239,31,179,210,Winter,Mist,Monday,Midday,0.14761904761904762,3.4657359027997265,5.19295685089021,5.351858133476067
16869,2012-12-10,4,1,12,15,0,1,1,2,0.5,0.87,0.1642,29,207,236,Winter,Mist,Monday,Midday,0.1228813559322034,3.4011973816621555,5.337538079701318,5.4680601411351315
16870,2012-12-10,4,1,12,16,0,1,1,2,0.5,0.88,0.1045,37,308,345,Winter,Mist,Monday,Evening Peak,0.1072463768115942,3.6375861597263857,5.733341276897746,5.846438775057724
16871,2012-12-10,4,1,12,17,0,1,1,2,0.48,0.82,0.2836,38,578,616,Winter,Mist,Monday,Evening Peak,0.06168831168831169,3.6635616461296463,6.361302477572996,6.424869023905388
16872,2012-12-10,4,1,12,18,0,1,1,2,0.46,0.88,0.2836,20,544,564,Winter,Mist,Monday,Evening Peak,0.03546099290780142,3.044522437723423,6.300785794663244,6.336825731146441
16873,2012-12-10,4,1,12,19,0,1,1,1,0.52,0.77,0.2836,18,409,427,Winter,Clear,Monday,Evening Peak,0.04215456674473068,2.9444389791664403,6.016157159698354,6.059123195581797
16874,2012-12-10,4,1,12,20,0,1,1,1,0.46,0.88,0.2537,13,287,300,Winter,Clear,Monday,Night/Early Morning,0.043333333333333335,2.639057329615259,5.662960480135946,5.707110264748875
16875,2012-12-10,4,1,12,21,0,1,1,2,0.46,0.94,0.194,21,224,245,Winter,Mist,Monday,Night/Early Morning,0.08571428571428572,3.091042453358316,5.41610040220442,5.5053315359323625
16876,2012-12-10,4,1,12,22,0,1,1,2,0.5,0.82,0.2239,11,115,126,Winter,Mist,Monday,Night/Early Morning,0.0873015873015873,2.4849066497880004,4.7535901911063645,4.844187086458591
16877,2012-12-10,4,1,12,23,0,1,1,1,0.46,0.88,0.2537,8,76,84,Winter,Clear,Monday,Night/Early Morning,0.09523809523809523,2.1972245773362196,4.343805421853684,4.442651256490317
16878,2012-12-11,4,1,12,0,0,2,1,3,0.46,0.77,0.4627,2,29,31,Winter,Light Snow/Rain,Tuesday,Night/Early Morning,0.06451612903225806,1.0986122886681096,3.4011973816621555,3.4657359027997265
16879,2012-12-11,4,1,12,1,0,2,1,1,0.42,0.71,0.4478,1,7,8,Winter,Clear,Tuesday,Night/Early Morning,0.125,0.6931471805599453,2.0794415416798357,2.1972245773362196
16880,2012-12-11,4,1,12,2,0,2,1,2,0.4,0.66,0.3284,0,1,1,Winter,Mist,Tuesday,Night/Early Morning,0.0,0.0,0.6931471805599453,0.6931471805599453
16881,2012-12-11,4,1,12,3,0,2,1,3,0.36,0.76,0.2836,0,3,3,Winter,Light Snow/Rain,Tuesday,Night/Early Morning,0.0,0.0,1.3862943611198906,1.3862943611198906
16882,2012-12-11,4,1,12,4,0,2,1,2,0.34,0.76,0.2836,0,8,8,Winter,Mist,Tuesday,Night/Early Morning,0.0,0.0,2.1972245773362196,2.1972245773362196
16883,2012-12-11,4,1,12,5,0,2,1,3,0.34,0.71,0.3284,1,40,41,Winter,Light Snow/Rain,Tuesday,Night/Early Morning,0.024390243902439025,0.6931471805599453,3.713572066704308,3.7376696182833684
16884,2012-12-11,4,1,12,6,0,2,1,2,0.34,0.71,0.2985,0,118,118,Winter,Mist,Tuesday,Morning Peak,0.0,0.0,4.77912349311153,4.77912349311153
16885,2012-12-11,4,1,12,7,0,2,1,1,0.34,0.66,0.4179,8,372,380,Winter,Clear,Tuesday,Morning Peak,0.021052631578947368,2.1972245773362196,5.921578419643816,5.942799375126701
16886,2012-12-11,4,1,12,8,0,2,1,2,0.34,0.61,0.2985,16,708,724,Winter,Mist,Tuesday,Morning Peak,0.022099447513812154,2.833213344056216,6.5638555265321274,6.586171654854675
16887,2012-12-11,4,1,12,9,0,2,1,1,0.34,0.61,0.3881,12,322,334,Winter,Clear,Tuesday,Morning Peak,0.03592814371257485,2.5649493574615367,5.777652323222656,5.814130531825066
16888,2012-12-11,4,1,12,10,0,2,1,1,0.36,0.57,0.3284,12,142,154,Winter,Clear,Tuesday,Midday,0.07792207792207792,2.5649493574615367,4.962844630259907,5.043425116919247
16889,2012-12-11,4,1,12,11,0,2,1,2,0.36,0.53,0.3582,28,145,173,Winter,Mist,Tuesday,Midday,0.16184971098265896,3.367295829986474,4.983606621708336,5.159055299214529
16890,2012-12-11,4,1,12,12,0,2,1,2,0.36,0.53,0.4478,13,213,226,Winter,Mist,Tuesday,Midday,0.05752212389380531,2.639057329615259,5.365976015021851,5.424950017481403
16891,2012-12-11,4,1,12,13,0,2,1,2,0.38,0.5,0.2239,28,226,254,Winter,Mist,Tuesday,Midday,0.11023622047244094,3.367295829986474,5.424950017481403,5.541263545158426
16892,2012-12-11,4,1,12,14,0,2,1,2,0.38,0.5,0.2239,19,185,204,Winter,Mist,Tuesday,Midday,0.09313725490196079,2.995732273553991,5.225746673713202,5.3230099791384085
16893,2012-12-11,4,1,12,15,0,2,1,2,0.38,0.5,0.2239,20,250,270,Winter,Mist,Tuesday,Midday,0.07407407407407407,3.044522437723423,5.5254529391317835,5.602118820879701
16894,2012-12-11,4,1,12,16,0,2,1,2,0.38,0.5,0.2239,24,334,358,Winter,Mist,Tuesday,Evening Peak,0.0670391061452514,3.2188758248682006,5.814130531825066,5.883322388488279
16895,2012-12-11,4,1,12,17,0,2,1,1,0.32,0.53,0.2239,21,580,601,Winter,Clear,Tuesday,Evening Peak,0.03494176372712146,3.091042453358316,6.364750756851911,6.400257445308821
16896,2012-12-11,4,1,12,18,0,2,1,1,0.32,0.53,0.2239,23,523,546,Winter,Clear,Tuesday,Evening Peak,0.04212454212454213,3.1780538303479458,6.261491684321042,6.304448802421981
16897,2012-12-11,4,1,12,19,0,2,1,1,0.32,0.53,0.2239,21,412,433,Winter,Clear,Tuesday,Evening Peak,0.04849884526558892,3.091042453358316,6.023447592961033,6.073044534100405
16898,2012-12-11,4,1,12,20,0,2,1,1,0.32,0.53,0.2239,9,248,257,Winter,Clear,Tuesday,Night/Early Morning,0.03501945525291829,2.302585092994046,5.517452896464707,5.552959584921617
16899,2012-12-11,4,1,12,21,0,2,1,1,0.32,0.53,0.194,14,193,207,Winter,Clear,Tuesday,Night/Early Morning,0.06763285024154589,2.70805020110221,5.267858159063328,5.337538079701318
16900,2012-12-11,4,1,12,22,0,2,1,1,0.3,0.56,0.2239,6,100,106,Winter,Clear,Tuesday,Night/Early Morning,0.05660377358490566,1.9459101490553132,4.61512051684126,4.672828834461906
16901,2012-12-11,4,1,12,23,0,2,1,1,0.3,0.52,0.2239,4,60,64,Winter,Clear,Tuesday,Night/Early Morning,0.0625,1.6094379124341003,4.110873864173311,4.174387269895637
16902,2012-12-12,4,1,12,0,0,3,1,1,0.3,0.52,0.1642,1,33,34,Winter,Clear,Wednesday,Night/Early Morning,0.029411764705882353,0.6931471805599453,3.5263605246161616,3.5553480614894135
16903,2012-12-12,4,1,12,1,0,3,1,1,0.28,0.61,0.2239,3,18,21,Winter,Clear,Wednesday,Night/Early Morning,0.14285714285714285,1.3862943611198906,2.9444389791664403,3.091042453358316
16904,2012-12-12,4,1,12,2,0,3,1,1,0.28,0.56,0.1642,5,4,9,Winter,Clear,Wednesday,Night/Early Morning,0.5555555555555556,1.791759469228055,1.6094379124341003,2.302585092994046
16905,2012-12-12,4,1,12,3,0,3,1,1,0.26,0.6,0.1343,3,7,10,Winter,Clear,Wednesday,Night/Early Morning,0.3,1.3862943611198906,2.0794415416798357,2.3978952727983707
16906,2012-12-12,4,1,12,4,0,3,1,1,0.26,0.6,0.0,0,4,4,Winter,Clear,Wednesday,Night/Early Morning,0.0,0.0,1.6094379124341003,1.6094379124341003
16907,2012-12-12,4,1,12,5,0,3,1,1,0.26,0.6,0.194,0,37,37,Winter,Clear,Wednesday,Night/Early Morning,0.0,0.0,3.6375861597263857,3.6375861597263857
16908,2012-12-12,4,1,12,6,0,3,1,2,0.26,0.6,0.2537,2,126,128,Winter,Mist,Wednesday,Morning Peak,0.015625,1.0986122886681096,4.844187086458591,4.859812404361672
16909,2012-12-12,4,1,12,7,0,3,1,2,0.26,0.6,0.194,3,366,369,Winter,Mist,Wednesday,Morning Peak,0.008130081300813009,1.3862943611198906,5.905361848054571,5.91350300563827
16910,2012-12-12,4,1,12,8,0,3,1,2,0.26,0.65,0.1642,18,670,688,Winter,Mist,Wednesday,Morning Peak,0.02616279069767442,2.9444389791664403,6.508769136971682,6.535241271013659
16911,2012-12-12,4,1,12,9,0,3,1,2,0.28,0.61,0.1343,13,272,285,Winter,Mist,Wednesday,Morning Peak,0.0456140350877193,2.639057329615259,5.60947179518496,5.655991810819852
16912,2012-12-12,4,1,12,10,0,3,1,2,0.3,0.56,0.1642,20,116,136,Winter,Mist,Wednesday,Midday,0.14705882352941177,3.044522437723423,4.762173934797756,4.919980925828125
16913,2012-12-12,4,1,12,11,0,3,1,2,0.32,0.49,0.2239,24,148,172,Winter,Mist,Wednesday,Midday,0.13953488372093023,3.2188758248682006,5.003946305945459,5.153291594497779
16914,2012-12-12,4,1,12,12,0,3,1,2,0.34,0.42,0.0,14,218,232,Winter,Mist,Wednesday,Midday,0.0603448275862069,2.70805020110221,5.389071729816501,5.4510384535657
16915,2012-12-12,4,1,12,13,0,3,1,2,0.34,0.42,0.0,18,220,238,Winter,Mist,Wednesday,Midday,0.07563025210084033,2.9444389791664403,5.3981627015177525,5.476463551931511
16916,2012-12-12,4,1,12,14,0,3,1,2,0.34,0.46,0.0,34,191,225,Winter,Mist,Wednesday,Midday,0.1511111111111111,3.5553480614894135,5.2574953720277815,5.420534999272286
16917,2012-12-12,4,1,12,15,0,3,1,2,0.34,0.46,0.1045,21,207,228,Winter,Mist,Wednesday,Midday,0.09210526315789473,3.091042453358316,5.337538079701318,5.43372200355424
16918,2012-12-12,4,1,12,16,0,3,1,2,0.34,0.46,0.1343,19,310,329,Winter,Mist,Wednesday,Evening Peak,0.057750759878419454,2.995732273553991,5.739792912179234,5.799092654460526
16919,2012-12-12,4,1,12,17,0,3,1,2,0.32,0.53,0.2239,21,540,561,Winter,Mist,Wednesday,Evening Peak,0.0374331550802139,3.091042453358316,6.293419278846481,6.331501849893691
